tracking_id	KD	KD	KD	NC	NC	NC
CPXM1	15.2293	16.7358	16.8391	34.7119	34.7212	34.7119
S1PR5	2.0242	1.56785	1.98007	4.48038	4.25581	4.48038
FBXO41	3.35904	3.67507	3.68404	8.41693	6.80863	8.41693
IDUA	0.702271	0.677185	0.663433	2.30542	1.79653	2.30542
NCAPG2	13.3154	15.2629	14.3172	32.5723	28.4421	32.5723
ZDHHC1	1.14296	1.33416	1.25272	3.16807	2.64977	3.16807
GAS6	6.69936	7.95691	6.67651	16.7218	14.9996	16.7218
EML3	4.27078	5.28505	6.80508	12.5063	11.0377	12.5063
CLIP3	7.55391	6.89857	6.89021	15.8942	14.5366	15.8942
LGALS3BP	12.094	14.4629	16.0971	32.5608	28.2955	32.5608
PEX11G	1.55029	1.42441	1.86435	4.02386	4.42637	4.02386
ZNF185	2.67108	3.09052	3.20055	6.43306	6.46465	6.43306
NRBP2	2.40683	2.58865	3.59263	6.78043	6.10253	6.78043
A2ML1	1.69695	2.85973	2.12208	5.1447	4.52046	5.1447
CHRD	0.654718	0.441931	0.464806	1.36733	1.41254	1.36733
SLC25A42	1.31081	2.52797	2.48156	5.1791	4.61786	5.1791
MEGF10	1.88528	2.35347	2.78063	5.89899	4.42748	5.89899
AOX1	0.50516	0.597822	0.456437	1.39692	1.21785	1.39692
SDK2	0.856895	0.895971	1.18247	2.47482	1.884	2.47482
MVB12A	16.6868	20.9603	22.5499	45.555	43.028	45.555
LGI4	3.27693	2.65274	3.29334	8.63259	5.96433	8.63259
GSTA4	3.15128	4.05162	4.24842	8.15064	9.35697	8.15064
FCRL5	0.104794	0.18189	0.0991951	0.399913	0.564678	0.399913
AGRN	34.2747	39.7839	44.7544	88.9214	79.3308	88.9214
AHRR	0.422105	0.465177	0.742047	1.84344	0.957691	1.84344
ENOX2	2.12999	2.60976	2.92415	5.56606	5.75064	5.56606
PRDM14	43.8389	48.5355	52.6395	105.274	100.21	105.274
PABPC5	0.435277	0.613449	0.824046	1.64175	1.62537	1.64175
PNKP	13.1698	14.6319	17.8863	37.3048	31.2704	37.3048
SHISA8	0.452026	0.523055	0.684604	1.88804	1.8692	1.88804
SEC31B	0.32024	0.54634	0.396403	1.29733	0.930074	1.29733
WNT4	0.264055	0.141457	0.166632	0.825857	0.474745	0.825857
APLP1	5.37346	4.52194	4.85727	12.9232	8.96466	12.9232
CPNE9	0.529664	1.41873	1.4484	3.90096	2.75104	3.90096
MXD3	59.1937	54.27	51.7386	43.6073	47.2475	43.6073
FILIP1	1.65379	2.08748	2.48609	3.64194	4.8757	3.64194
PDE3A	0.627232	0.324541	0.333064	1.2363	0.948918	1.2363
LOC101926975	1.07083	0.826061	0.810897	2.47942	2.11777	2.47942
CPT1C	8.36642	9.87064	11.1433	23.8959	19.1093	23.8959
CTC-338M12.4	3.48928	4.01169	4.70025	11.9421	9.41007	11.9421
YPEL2	0.388735	0.416498	0.38841	1.0001	1.08719	1.0001
SEPP1	3.04662	3.50533	5.83417	8.93737	8.91028	8.93737
MST1P2	0.669716	0.516634	0.84525	1.5	2.32789	1.5
KDM4C	5.8939	6.69969	6.2791	14.7172	12.1688	14.7172
IGF2BP3	17.3243	22.8211	20.8428	48.6627	39.0699	48.6627
ACACB	1.45264	1.45863	1.60232	3.80442	2.8923	3.80442
AMN	0.56175	0.541683	1.2154	2.4775	2.09208	2.4775
PAQR8	1.07772	1.27016	1.60956	3.32717	2.73421	3.32717
FAHD2B	5.42363	7.30211	6.29627	14.0308	14.9947	14.0308
ITGA2B	0.86729	1.27119	1.21502	3.52803	2.33895	3.52803
NEB	0.404658	0.292656	0.46872	0.98628	0.914211	0.98628
C16orf58	14.2753	16.2535	19.3038	38.6973	33.2978	38.6973
TTLL3	0.796002	1.04644	0.676792	2.91297	1.72592	2.91297
TMEM187	0.4453	1.43131	1.05378	3.16731	2.7354	3.16731
LMF1	3.17217	2.97165	4.12463	8.19928	7.48229	8.19928
JAKMIP3	0.276479	0.183289	0.278065	0.957112	0.481548	0.957112
LMOD1	0.288561	0.723458	0.628234	1.78171	1.21919	1.78171
TCP11L2	0.643135	0.413438	0.913292	2.46858	1.79756	2.46858
GSN	8.14825	8.35271	7.98322	20.3703	15.8577	20.3703
ESPNP	0.239826	0.289073	0.283767	1.25214	0.700671	1.25214
TTC31	6.63449	7.10861	8.08984	17.4611	15.0117	17.4611
KSR2	0.226173	0.224325	0.293609	0.698248	0.493772	0.698248
PGAP3	4.73071	5.49572	5.39542	11.3131	12.485	11.3131
SZT2	0.835599	1.39866	1.23121	2.61262	2.5086	2.61262
GSTZ1	12.2982	11.5619	14.9325	35.1212	24.5414	35.1212
SNCB	5.88241	4.35013	5.28502	13.5028	10.3229	13.5028
CHTF18	15.7647	17.1244	21.4043	41.7477	36.8327	41.7477
CASC10	4.86637	5.22045	6.73685	13.8637	11.374	13.8637
YPEL1	2.6348	2.87431	3.42616	6.81479	5.62233	6.81479
LINC00890	0.395668	0.381534	0.538387	1.10027	1.2449	1.10027
EXOC3L1	1.23121	0.502287	1.43438	2.92386	2.89469	2.92386
SHF	2.27003	3.14659	3.53649	6.99951	6.80213	6.99951
MAN2C1	6.17853	7.32826	7.10813	16.021	13.8249	16.021
PPM1J	8.70073	11.0941	9.18882	21.9382	20.2325	21.9382
ABCC8	0.0690387	0.0443817	0.130701	0.459711	0.248328	0.459711
RIMKLA	0.984784	1.50523	1.11067	2.73966	2.73116	2.73966
TEP1	2.36016	2.27585	2.46924	5.79939	4.71792	5.79939
PMAIP1	58.2399	60.2097	57.8582	141.228	114.572	141.228
TRIL	0.693772	0.863211	0.868549	2.07274	1.83076	2.07274
CCDC88B	2.18738	2.81973	2.44104	6.2721	5.02971	6.2721
NCALD	0.346001	0.272977	0.366523	1.14247	0.876715	1.14247
FAM181B	0.327641	1.45331	1.30258	2.91551	3.06314	2.91551
SCNN1A	21.7526	24.1031	26.9814	60.1908	45.9181	60.1908
FAM167B	2.59873	3.89806	2.86988	8.12774	7.52751	8.12774
ADAMTSL1	0.518283	0.187389	0.29917	1.13898	0.815114	1.13898
ABCA2	1.33857	1.8571	1.57736	3.95635	3.217	3.95635
OLIG3	0.436072	0.210247	0.980341	1.97979	1.66603	1.97979
GUCY1B3	0.110081	0.17124	0.382182	0.799955	0.957928	0.799955
DENND4A	0.279297	0.23484	0.374614	0.915811	0.725337	0.915811
EVL	15.1137	16.7471	17.8201	37.9801	34.0258	37.9801
MFSD3	25.0899	30.7689	38.1482	73.029	69.3926	73.029
C21orf58	4.55784	5.87147	7.31077	13.8181	12.7923	13.8181
D2HGDH	4.4326	5.45324	6.27647	12.4199	11.2828	12.4199
MYH7B	0.323379	0.180531	0.209439	0.958165	0.535502	0.958165
LRIG1	26.0626	28.7842	26.79	63.2295	55.0388	63.2295
ORAI3	3.11954	3.90526	3.88537	9.78976	7.37976	9.78976
CCDC151	0.998197	1.55076	1.62728	4.33045	3.34006	4.33045
STX1B	2.35186	2.55736	3.26828	6.38383	5.89279	6.38383
ATF6B	8.2833	10.2616	11.0862	23.4395	21.2462	23.4395
MAGI2	1.25243	1.34885	2.1093	3.78088	3.40686	3.78088
SCNN1D	0.692219	0.551091	1.04423	2.26751	1.70089	2.26751
SAMD10	1.37306	1.27105	1.87158	4.28883	3.75232	4.28883
ABHD3	1.57618	1.63246	1.82353	4.55859	4.09329	4.55859
MARK4	6.9632	9.21664	8.98119	20.2603	17.6173	20.2603
PDK3	9.40101	9.08862	10.2342	18.3789	15.7231	18.3789
CSRP2	39.564	47.4631	52.1946	107.349	99.6969	107.349
FOXB1	1.81683	3.08673	3.84901	7.30581	7.23292	7.30581
DENND1A	3.64169	5.05152	5.0472	9.47784	9.68177	9.47784
THBS4	2.16017	2.77734	3.3057	6.86509	5.92274	6.86509
GIPC3	0.580814	0.407321	0.599766	1.74996	1.13918	1.74996
SFRP1	20.0208	21.9092	18.4449	47.2286	41.2161	47.2286
ADAMTS7	5.36155	6.12083	7.03905	15.3325	12.4649	15.3325
GNAO1	7.40805	8.89822	8.46122	18.7777	17.681	18.7777
PLP1	23.2135	28.9924	34.2384	65.9057	62.4225	65.9057
ST3GAL3	0.697777	1.49812	1.86108	4.10912	3.59535	4.10912
NDRG4	5.31199	6.66943	7.11866	17.0346	12.8783	17.0346
H6PD	1.86443	2.38079	2.09936	5.24474	4.33175	5.24474
FRMPD3	0.412938	0.619402	0.781755	1.70811	1.33361	1.70811
FOXN4	0.10348	0.0665221	0.130602	0.438483	0.589146	0.438483
RET	1.52576	1.64963	2.18486	4.82491	3.8283	4.82491
KATNAL2	0.619534	0.358442	0.547341	1.50012	1.5594	1.50012
NMRK1	1.41632	1.69214	1.89723	6.3295	4.49802	6.3295
MST1	0.714693	0.590711	0.821479	2.22497	1.74386	2.22497
CADM3	1.2946	0.975844	1.04162	2.56671	2.26636	2.56671
MCCC1	3.21417	4.04263	4.1448	9.64372	8.29125	9.64372
SGSM2	6.81956	8.39555	9.88977	20.1287	18.0763	20.1287
SCNN1G	4.71249	3.36839	1.96522	13.1362	8.7392	13.1362
DICER1-AS1	1.08745	1.92244	1.71559	4.2788	5.21367	4.2788
NAALADL1	0.0874614	0.210843	0.206972	0.873574	0.550364	0.873574
NTNG2	0.488949	0.544018	0.462828	1.60512	1.251	1.60512
ZNF837	1.72179	2.36442	2.32102	5.99684	4.62327	5.99684
RYR1	1.03771	1.09036	1.25327	2.76678	2.36762	2.76678
HTR6	0.306929	0.32885	0.613346	1.39347	1.19563	1.39347
NOXA1	0.30841	0.395236	0.326014	1.25093	1.38646	1.25093
LOC283070	0.983093	0.473987	1.76809	3.3921	2.828	3.3921
ABCA3	2.21607	2.72414	2.61009	7.03505	4.83586	7.03505
CLDN3	20.4974	22.6027	23.8207	54.6376	46.7038	54.6376
EMID1	2.79713	2.47701	2.26943	6.84225	5.37159	6.84225
WDR86	4.4082	6.04162	6.76996	14.6148	13.2721	14.6148
GSAP	0.0356365	0.0687271	0.134931	0.550092	0.576638	0.550092
FAM57B	14.4985	15.5679	15.9414	37.5973	33.6932	37.5973
DNM1	9.50651	10.5683	10.2887	24.71	21.0544	24.71
DOC2A	7.46667	9.67942	8.75476	11.8243	13.2387	11.8243
MYCBPAP	0.072729	0.140262	0.103265	0.660387	0.457658	0.660387
COL4A6	2.07746	2.46774	2.67525	5.77345	5.15143	5.77345
ATP12A	0.185445	0.208697	0.26334	0.870298	0.750438	0.870298
EVI5L	3.29791	3.39421	4.8582	10.0954	8.26071	10.0954
NRN1	0.0801864	0.0657258	0.455436	1.38288	1.08112	1.38288
NRN1L	2.53038	5.61198	5.02992	12.1773	13.4207	12.1773
NRSN1	2.85744	1.47269	1.49229	5.99437	4.03019	5.99437
ACADVL	29.4566	34.9512	37.639	86.233	75.863	86.233
LOC101927248	0.69828	1.34667	1.08589	3.53254	2.37636	3.53254
RNF125	3.34319	4.08958	4.01451	9.8702	7.59069	9.8702
SEMA4G	0.90553	1.69648	2.10615	4.32259	4.16906	4.32259
SLIT3	0.0798487	0.110046	0.226943	0.497664	0.379776	0.497664
MTMR9LP	1.58776	2.32126	2.90891	6.32488	6.35386	6.32488
LAMB2P1	0.324356	0.234577	0.153514	1.61985	1.09342	1.61985
NDRG2	2.51023	3.58859	4.66314	9.86632	7.72521	9.86632
TRIM38	0.90072	0.772039	0.985227	2.14462	2.24917	2.14462
LAMB2	9.41706	11.3975	12.674	26.3385	24.4732	26.3385
REEP6	10.9598	9.04575	11.1656	25.4694	22.4599	25.4694
OBSL1	53.2829	58.6202	60.5221	138.357	112.724	138.357
PFKFB4	3.73405	5.16201	6.16203	11.7919	11.6149	11.7919
PTPN5	0.88926	0.553983	1.47004	3.38281	2.33906	3.38281
DNASE1L1	2.17508	2.24087	2.42428	5.89769	5.15853	5.89769
MYB	1.70089	1.76216	1.69235	4.11786	4.17858	4.11786
TMEM151A	0.653552	1.08035	0.79539	2.67044	2.26611	2.67044
C1QL1	4.94296	5.25111	4.9168	13.3887	10.3932	13.3887
ILDR1	0.950468	0.533402	0.52361	2.02738	1.95066	2.02738
HSPA12B	0.737666	0.889598	0.803406	2.41376	2.02253	2.41376
KCNC3	1.64263	1.43346	1.74275	4.80342	3.39568	4.80342
TMEM8B	3.07412	3.84396	3.25439	10.1334	7.58844	10.1334
SLC29A4	4.48814	4.48624	6.05055	12.5237	11.345	12.5237
GPR137B	2.89471	2.56344	2.62823	7.56343	6.16031	7.56343
SCRN2	10.3848	12.4257	14.1287	32.7238	27.42	32.7238
ARSD	1.54843	1.93475	1.71344	4.91107	3.54852	4.91107
GANC	0.916861	0.716845	1.05553	2.56506	2.11622	2.56506
TTLL1	1.66192	1.53578	1.76978	5.15593	3.98398	5.15593
PAOX	1.40395	1.68733	1.6885	4.49887	3.72059	4.49887
GOLGA2P5	1.92926	2.37463	2.8011	6.3746	5.73321	6.3746
BZRAP1	0.415697	0.572647	0.64645	1.68265	1.20116	1.68265
EFS	6.95062	8.36943	9.91486	21.7679	17.4142	21.7679
NECAB3	5.60465	7.08297	8.77253	18.8754	16.0099	18.8754
PDZD7	0.828477	0.947255	1.07356	2.47495	2.10917	2.47495
SLC17A7	0.352546	0.226635	0.259553	1.3516	0.809909	1.3516
PCCA	4.24942	4.75796	6.96323	14.2261	11.5399	14.2261
SESN3	2.69149	3.00434	2.89258	6.95817	6.58234	6.95817
PRKCB	2.33736	3.38142	2.80696	6.79754	5.37052	6.79754
ACCS	0.74987	0.584994	0.860077	2.41445	2.13169	2.41445
NPAS1	3.54262	4.32702	4.1917	11.8483	8.43928	11.8483
CLTCL1	1.45921	1.85668	1.76099	4.28925	4.12511	4.28925
APLN	1.72585	2.18426	2.14416	4.96244	5.04221	4.96244
SRCRB4D	5.0077	5.87506	6.04372	14.8158	12.9423	14.8158
SMOC2	1.11824	1.07832	0.846794	3.3508	2.23786	3.3508
MROH1	4.62027	6.16834	4.32938	10.8048	8.75391	10.8048
ADA	9.48422	8.12051	9.13232	23.4596	21.0206	23.4596
COL4A5	4.37564	5.71446	5.37723	13.1058	11.4913	13.1058
ARHGAP33	5.70162	7.24441	8.92406	18.9714	15.8502	18.9714
ANO9	1.58546	1.37202	1.11595	4.42958	2.96014	4.42958
TMC4	1.53813	1.48313	1.86545	5.28105	3.93207	5.28105
SLC22A31	1.11465	1.70709	2.35847	5.71547	3.94912	5.71547
OPRL1	0.685984	0.554541	0.783593	2.61182	1.42109	2.61182
CTSV	8.61567	9.04222	9.08297	23.5231	18.5158	23.5231
LRAT	5.16967	8.94171	8.71173	18.6291	22.382	18.6291
PPP1R1B	3.35684	2.9483	2.71256	7.69509	7.48386	7.69509
THSD4	0.801566	0.749511	0.931052	2.27171	1.7796	2.27171
ALDH1L2	0.518141	0.632224	1.10706	1.89536	2.06436	1.89536
RHBDL1	2.42375	3.13898	3.18148	9.05036	7.456	9.05036
SLC18A2	0.8585	0.770741	0.924724	2.20418	2.55475	2.20418
GAS1	0.662096	0.798056	1.01843	2.44233	2.30636	2.44233
NFATC4	4.98574	5.27422	6.20897	14.1532	11.5089	14.1532
CYB5D2	4.7504	4.41249	4.065	12.3847	10.405	12.3847
OBSCN	1.41698	1.92631	1.88251	4.53726	3.83171	4.53726
DAPK2	0.403156	0.17278	0.127206	0.894836	1.12752	0.894836
FAM184A	1.27216	1.22671	1.44503	3.23437	3.5833	3.23437
OPLAH	3.62992	3.71902	3.94603	9.75925	8.99906	9.75925
LOC100506100	2.04257	1.9696	1.65724	6.62382	9.18083	6.62382
GATS	2.55305	2.39005	2.80454	6.99268	5.69294	6.99268
ENTPD8	0.113877	0	0.356527	1.22146	0.774288	1.22146
PANX2	3.16915	4.52205	5.09194	11.271	10.0316	11.271
DBP	4.39185	5.86379	4.79679	13.8654	11.1153	13.8654
DGKQ	2.47065	3.49103	3.79742	8.66252	7.60853	8.66252
DNHD1	1.51515	1.43096	1.00275	2.6359	2.27809	2.6359
ACADS	3.6764	4.52302	5.09999	12.3744	10.4275	12.3744
KDM6B	3.39126	4.54273	6.1988	14.7291	11.7288	14.7291
AK7	0.0701451	0.304377	0.232392	0.987233	0.756683	0.987233
CPAMD8	0.995005	1.01377	1.0307	2.91498	2.31209	2.91498
PARP10	0.982966	0.758282	1.20959	3.71893	2.09127	3.71893
ADHFE1	0.128422	0.0619171	0.243122	1.3993	0.865834	1.3993
XKR5	0.55602	0.781891	0.789468	2.27192	1.64529	2.27192
C1RL	1.32586	1.73745	1.67337	3.98212	4.49249	3.98212
HSD17B8	1.92159	1.9853	3.89772	9.22265	7.03305	9.22265
TLE6	1.00653	0.970572	1.1973	4.37219	2.48892	4.37219
TJP3	10.4997	10.4129	12.3773	30.1962	23.3785	30.1962
NRXN1	1.53131	1.57846	1.41474	3.63402	3.17277	3.63402
FAM149A	1.29543	2.05754	2.15878	5.4638	4.41191	5.4638
SEMA5B	4.16746	4.0767	3.71343	11.8986	7.62121	11.8986
RASSF4	2.51196	2.83355	2.73667	7.14389	6.51873	7.14389
RTBDN	0.855589	1.71515	1.99594	5.38588	4.26677	5.38588
IGDCC4	0.553222	0.766849	0.916418	2.182	1.84941	2.182
NXPH3	0.751255	0.450314	0.461267	1.71458	1.38719	1.71458
TCIRG1	4.2713	5.3901	6.13821	13.9522	12.1454	13.9522
ASIC3	0.16037	0.431313	0.404833	1.60195	1.58792	1.60195
CCL26	0.606403	2.92371	4.59206	8.80992	13.083	8.80992
MPND	6.62502	6.33949	7.35976	18.5705	16.7706	18.5705
CLYBL	2.4491	2.36745	2.50718	8.56576	6.27868	8.56576
SFI1	1.8036	2.02126	3.10349	6.222	6.17867	6.222
PRR24	7.86457	9.99808	8.69194	24.2433	22.6496	24.2433
TP73	1.93311	1.60451	1.79084	4.69136	4.03449	4.69136
IDH2	31.0829	40.0892	42.8907	93.1905	91.3566	93.1905
COL6A1	42.8564	50.2051	58.7415	130.277	116.718	130.277
NPHS1	0.337925	0.521365	0.255897	1.391	0.951835	1.391
ACAD10	3.04409	3.68259	3.2373	9.54054	7.58357	9.54054
CACNG6	3.00898	3.28986	1.12942	6.79781	7.66247	6.79781
LTBP4	11.2338	10.8004	11.0649	30.3888	23.8308	30.3888
LRRTM3	0.0557142	0.107448	0.123055	0.522753	0.383979	0.522753
KCNG3	1.30169	1.83897	1.76949	5.11259	3.58639	5.11259
MMP11	2.79769	2.59595	3.54763	9.39443	6.45354	9.39443
SEC14L5	0.416841	0.56943	0.624739	1.78209	1.31152	1.78209
SLC2A4	1.40109	0.746627	0.837624	2.97963	2.81732	2.97963
KCNH6	0.887216	0.900892	0.678548	2.46917	2.23577	2.46917
TBX6	0.747421	0.655202	1.28635	3.57842	2.50433	3.57842
GALNT18	1.87941	2.17473	1.82348	5.63152	4.98401	5.63152
RAB26	1.60574	1.91704	3.25705	6.10983	6.73624	6.10983
DQX1	0.446845	0.603235	0.253784	1.7041	1.44609	1.7041
FAM95C	2.99783	3.52841	4.17306	10.0076	8.48102	10.0076
ACBD4	3.68508	4.12997	6.57069	13.0654	11.4751	13.0654
PC	1.91454	2.42479	2.97534	6.90178	5.75403	6.90178
CD37	0.756238	0.20835	0.715837	2.25621	1.59697	2.25621
BAHCC1	0.301484	0.50875	0.305762	1.28076	0.861453	1.28076
CRTC1	1.82053	2.70315	2.69928	6.99258	5.48901	6.99258
LHPP	4.46635	4.17113	5.48245	14.5124	10.8745	14.5124
FMO4	0.336687	0.16233	0.424934	1.57953	1.46288	1.57953
MAP2K5	4.12791	5.98318	6.79512	15.4355	14.3755	15.4355
SNTA1	6.15097	5.93124	7.26592	16.4785	16.3597	16.4785
TM7SF2	9.81567	13.0412	18.0747	42.8378	37.1522	42.8378
PTCHD2	1.04035	1.23308	1.31303	3.54243	2.82515	3.54243
MCF2L	1.22342	1.6516	1.47239	4.00755	3.755	4.00755
KIFC2	2.17597	4.19648	4.01815	11.9196	9.84458	11.9196
KCNAB2	0.719654	0.965434	1.03667	2.52853	2.70022	2.52853
FAM132B	0.241476	0.310467	0.495248	1.7541	1.08538	1.7541
NKD1	0.459253	0.492053	0.676228	1.83019	1.23854	1.83019
P2RX2	1.25282	1.0246	1.41883	4.39223	3.68499	4.39223
CRAT	4.28061	4.53495	5.93412	13.8319	11.542	13.8319
SMIM14	4.18186	7.12884	7.42209	17.0194	14.6343	17.0194
SYCE1L	0.970829	2.19709	1.22357	5.89375	6.38071	5.89375
PPM1M	1.60053	2.3641	2.86901	7.46996	5.37485	7.46996
SLC27A1	1.98136	2.09851	1.99849	6.42955	4.78865	6.42955
ATP11A	10.1621	11.5791	10.9436	31.8178	23.6727	31.8178
CTDSP1	6.98075	9.53935	9.50874	22.7565	20.9956	22.7565
KPTN	8.43867	9.08909	11.2738	25.6099	24.1471	25.6099
ERO1LB	0.380612	0.51814	0.402664	1.30108	1.42898	1.30108
SLC22A18	0.73144	1.4897	2.38622	6.64651	4.75236	6.64651
PPOX	4.2605	5.90721	5.71725	15.0879	14.2435	15.0879
THBS2	2.73523	2.54531	3.31334	7.93716	7.1186	7.93716
ABCA7	2.64326	3.40373	3.24801	8.58673	7.95498	8.58673
SNCAIP	1.01945	1.1427	0.949208	2.83481	3.28239	2.83481
RBBP8NL	0.123907	0.159308	0.351862	0.862566	1.33663	0.862566
BNIP3	25.4709	36.8416	44.9748	115.639	99.0005	115.639
PYGM	1.34711	1.47301	1.17836	4.99939	2.88951	4.99939
MAP3K15	1.74071	2.12772	1.74055	3.89581	3.81285	3.89581
SARDH	2.3057	2.25808	2.45534	6.86964	6.02383	6.86964
CRYL1	1.42315	1.93738	1.42636	6.99325	4.28954	6.99325
RALGPS1	2.11663	2.99467	2.82445	6.53885	5.90167	6.53885
ACSS2	1.99557	1.62243	2.37053	6.35983	5.17077	6.35983
TSPAN10	0.521087	0.502481	0.430331	2.4981	1.64275	2.4981
PIGV	2.82333	3.32721	3.79379	9.32129	9.2626	9.32129
NOS1	0.400716	0.416126	0.554376	1.53005	1.03448	1.53005
SRCIN1	0.317229	0.47414	0.510478	1.68507	1.01236	1.68507
SEMA6C	2.2464	2.81318	3.85919	8.61825	7.92023	8.61825
CACNA1F	0.172323	0.221559	0.253741	0.869311	0.722935	0.869311
ADCK5	2.06937	1.40855	2.41971	7.46076	4.81478	7.46076
CNTN1	0.885937	1.01359	1.11174	2.92166	2.59425	2.92166
MAPT	0.406756	0.280085	0.346522	1.23731	1.09698	1.23731
CA8	0.837664	0.757257	0.892027	2.94735	2.68262	2.94735
C1QL3	0.853863	0.59465	0.942954	3.23048	2.30274	3.23048
ALS2CL	0.665852	0.872094	1.06806	2.8272	2.47042	2.8272
ANG	2.4178	2.13622	2.26186	9.29769	12.0017	9.29769
CHRNA4	0.569431	0.588314	0.750822	2.23452	1.71858	2.23452
NUDT6	13.6397	10.5848	8.70754	9.65944	11.5415	9.65944
PRMT8	0.0987563	0.190473	0.402367	1.34538	1.20046	1.34538
CTNND2	0.761671	1.05477	1.11074	3.0865	2.70167	3.0865
MSI2	5.02897	8.30287	7.72937	22.9038	18.8808	22.9038
AP3B2	1.10862	1.37363	1.3992	3.99563	3.98644	3.99563
EXD3	3.25671	3.03514	3.08704	11.7467	7.87146	11.7467
PCSK4	1.43387	1.88544	2.22099	6.58877	4.33566	6.58877
HPN	2.88319	3.46913	3.25013	11.805	8.40867	11.805
MEGF6	1.84606	2.21429	2.25889	6.25525	5.49125	6.25525
MYO7A	0.329011	0.418208	0.648259	1.40936	1.56323	1.40936
DDB2	18.4269	19.934	20.6934	57.2121	52.8414	57.2121
ASIC1	0.356785	0.549484	0.475572	1.78266	1.60371	1.78266
GAA	12.5407	15.4786	15.9737	43.8046	36.342	43.8046
TOX3	2.8663	2.7998	3.20648	8.68641	8.29869	8.68641
PNRC1	10.0757	12.5383	14.5992	35.8288	32.8907	35.8288
STC1	4.84835	7.15528	9.17868	25.7967	20.9151	25.7967
ONECUT1	0.226921	1.03937	1.18139	3.19375	3.05992	3.19375
PCYOX1L	2.91467	3.3459	3.98516	10.7122	9.5656	10.7122
SCNN1B	0.77138	0.743825	0.34361	3.09009	1.79477	3.09009
ARHGEF25	2.7621	3.45976	3.71803	9.77089	9.06261	9.77089
RASA4	1.22617	1.43437	1.06558	4.27099	3.14418	4.27099
HS6ST3	0.0857271	0.137775	0.162294	0.648675	0.449542	0.648675
SLITRK1	0.143441	0.0691571	0.203667	0.955757	0.494298	0.955757
CRB2	1.45688	1.72388	1.36015	5.61782	3.52411	5.61782
PYGL	12.6177	16.6567	19.8427	48.1879	44.8878	48.1879
HCK	0.724912	1.02175	1.31997	4.14973	3.46062	4.14973
DNAH11	0.269714	0.198835	0.262801	0.972168	0.79148	0.972168
RGL3	6.39786	8.1857	7.92798	24.5532	20.073	24.5532
B9D1	8.0571	8.98532	9.46254	25.7794	27.6243	25.7794
PAQR6	1.30948	1.80474	1.72533	5.84035	4.31654	5.84035
MIR210HG	1.44845	2.69366	3.91735	12.4475	11.1607	12.4475
KISS1R	0.840511	0.736806	1.51889	4.37101	4.12133	4.37101
DEPTOR	1.25014	2.02349	1.90186	6.68923	4.57555	6.68923
TRIOBP	16.4751	17.6293	19.4955	46.2998	40.4256	46.2998
PLIN5	0.339776	0.234028	0.413517	2.07149	1.09086	2.07149
KAZALD1	0.564067	0.498591	0.533933	2.3048	1.98602	2.3048
PCSK9	39.9756	58.8204	63.315	169.264	167.972	169.264
SDK1	0.735145	1.09996	1.41362	3.66058	2.68631	3.66058
PDE6B	1.34782	2.03074	1.63464	6.7369	4.37638	6.7369
SLC9A3	0.895582	1.23372	1.1707	3.79505	2.37698	3.79505
HID1	1.86857	2.4358	3.04617	8.51482	6.6879	8.51482
KCNK12	6.58581	7.9811	10.0249	25.8594	22.1612	25.8594
CYS1	0.431743	0.291424	0.122603	1.4897	1.55246	1.4897
UNC5A	2.67694	1.54285	2.21355	7.6832	5.91927	7.6832
PRKD1	0.250124	0.542676	0.295952	1.58981	1.40531	1.58981
RAB37	1.46375	1.79643	2.26726	6.39981	5.73415	6.39981
MAPK4	0.419176	0.604676	0.76027	2.69328	1.89028	2.69328
MPI	5.05312	5.15174	5.9685	18.9358	14.9317	18.9358
UPK1A-AS1	1.10217	1.41706	1.39105	10.0078	5.44935	10.0078
TRAPPC6A	19.5316	17.4338	26.9455	72.2568	56.7967	72.2568
PAPLN	1.04169	1.46952	1.78948	5.85037	3.36421	5.85037
CNTNAP1	1.11689	1.15677	0.724394	3.79367	2.78897	3.79367
MFGE8	106.719	121.025	122.647	363.742	315.197	363.742
PRR15	1.62058	2.27301	3.55611	9.56479	7.94631	9.56479
PRELID2	0.516354	0.465859	0.554005	2.12384	1.63309	2.12384
GPR153	2.04403	1.91701	3.39258	8.41556	7.17373	8.41556
PPFIA4	0.628056	1.42753	1.9109	7.96357	6.17017	7.96357
ATP6V0A4	0.488949	0.555161	0.799286	2.43722	2.3205	2.43722
WDR60	3.9563	4.81274	4.14825	14.0931	12.3931	14.0931
BAIAP3	0.925608	1.70694	1.83501	6.0198	4.30522	6.0198
ACOXL	2.9536	3.95837	2.89059	10.6821	10.6206	10.6821
ATP1B2	3.99208	4.95411	4.436	15.7287	12.1079	15.7287
FGF11	4.67026	5.50419	7.81819	20.9676	17.1432	20.9676
SH3D21	1.73551	3.75973	3.0515	11.3034	8.93818	11.3034
HMGCL	3.48553	4.77271	5.09634	15.3092	16.3467	15.3092
HGSNAT	0.390131	0.877788	0.882191	2.55842	2.68876	2.55842
NPNT	0.984609	1.16661	0.984015	3.66774	3.56414	3.66774
SPAG4	0.783009	0.503359	1.07059	3.5549	4.1451	3.5549
PLCD1	3.14528	4.14436	5.05703	13.7365	13.6564	13.7365
HTR2C	0.512187	0.705564	0.842191	2.72404	2.46614	2.72404
CASKIN1	8.91871	8.69546	8.21762	10.0016	11.0574	10.0016
