gene_id	external_gene_name	entrezgene_id
ENSMUSG00000029102	Hgfac	54426
ENSMUSG00000023333	Gcm1	14531
ENSMUSG00000050079	Rspry1	67610
ENSMUSG00000100902	Gm20850	100040712
ENSMUSG00000100902	Gm20850	100861691
ENSMUSG00000063524	Eno1	13806
ENSMUSG00000015247	Nipsnap3b	66536
ENSMUSG00000091039	Krtap20-2	622935
ENSMUSG00000000631	Myo18a	360013
ENSMUSG00000004105	Angptl2	26360
ENSMUSG00000057697	Vmn1r53	113853
ENSMUSG00000027618	Nfs1	18041
ENSMUSG00000058368	Krtap21-1	170656
ENSMUSG00000060816	Vmn1r52	113849
ENSMUSG00000044705	Olfr670	384703
ENSMUSG00000057137	Tmem140	68487
ENSMUSG00000032041	Tirap	117149
ENSMUSG00000014313	Cox6c	12864
ENSMUSG00000094531	Olfr671	257910
ENSMUSG00000035852	Misp	78906
ENSMUSG00000062546	V1ra8	113850
ENSMUSG00000020100	Slc29a3	71279
ENSMUSG00000068086	Cyp2d9	13105
ENSMUSG00000005339	Fcer1a	14125
ENSMUSG00000028743	Akr7a5	110198
ENSMUSG00000022828	Gtf2e1	74197
ENSMUSG00000037188	Grhl3	230824
ENSMUSG00000062818	Vmn1r51	22296
ENSMUSG00000018570	2810408A11Rik	70419
ENSMUSG00000032641	Gpr19	14760
ENSMUSG00000031264	Btk	12229
ENSMUSG00000073802	Cdkn2b	12579
ENSMUSG00000062329	Cytl1	231162
ENSMUSG00000048277	Syngr2	20973
ENSMUSG00000075316	Scn9a	20274
ENSMUSG00000042751	Nmnat2	226518
ENSMUSG00000037646	Vps13b	666173
ENSMUSG00000062551	Prl2c1	666317
ENSMUSG00000025428	Atp5a1	11946
ENSMUSG00000020402	Vdac1	22333
ENSMUSG00000061540	Orm2	18406
ENSMUSG00000051172	Olfr672	258755
ENSMUSG00000095286	Olfr117	258263
ENSMUSG00000020462	Cfap36	216618
ENSMUSG00000036570	Fxyd1	56188
ENSMUSG00000067001	Serpinb7	116872
ENSMUSG00000033430	Terf2ip	57321
ENSMUSG00000066026	Dhrs3	20148
ENSMUSG00000035681	Kcnc2	268345
ENSMUSG00000031314	Taf1	270627
ENSMUSG00000027171	Prrg4	228413
ENSMUSG00000080990	Olfr118	404308
ENSMUSG00000019841	Rev3l	19714
ENSMUSG00000089824	Rbm12	75710
ENSMUSG00000073804	Nps	100043254
ENSMUSG00000029622	Arpc1b	11867
ENSMUSG00000059964	Olfr119	258095
ENSMUSG00000005142	Man2b1	17159
ENSMUSG00000048450	Msx1	17701
ENSMUSG00000025574	Tk1	21877
ENSMUSG00000030351	Tspan11	68498
ENSMUSG00000044367	Slc16a13	69309
ENSMUSG00000022665	Ccdc80	67896
ENSMUSG00000036918	Ttc7	225049
ENSMUSG00000041231	Ublcp1	79560
ENSMUSG00000026782	Abi2	329165
ENSMUSG00000074748	Atxn7l3b	382423
ENSMUSG00000050471	Fam118b	109229
ENSMUSG00000008318	Relt	320100
ENSMUSG00000039043	Arpin	70420
ENSMUSG00000017002	Slpi	20568
ENSMUSG00000074643	Cpne1	266692
ENSMUSG00000017716	Birc5	11799
ENSMUSG00000027070	Lrp2	14725
ENSMUSG00000021257	Angel1	68737
ENSMUSG00000022119	Rbm26	74213
ENSMUSG00000052142	Rasal3	320484
ENSMUSG00000026958	Dpp7	83768
ENSMUSG00000034739	Mfrp	259172
ENSMUSG00000061232	H2-K1	14972
ENSMUSG00000041828	Abca8a	217258
ENSMUSG00000031723	Txnl4b	234723
ENSMUSG00000018820	Zfyve27	319740
ENSMUSG00000070330	Tmem235	546519
ENSMUSG00000048377	Foxi2	270004
ENSMUSG00000047228	A2ml1	232400
ENSMUSG00000072720	Myo18b	74376
ENSMUSG00000041112	Elmo1	140580
ENSMUSG00000017713	Tha1	71776
ENSMUSG00000004591	Pkn2	109333
ENSMUSG00000057729	Prtn3	19152
ENSMUSG00000033737	Fndc3c1	333564
ENSMUSG00000032549	Rab6b	270192
ENSMUSG00000029623	Pdap1	231887
ENSMUSG00000027855	Sycp1	20957
ENSMUSG00000031772	Cntnap4	170571
ENSMUSG00000053113	Socs3	12702
ENSMUSG00000049314	Fbxw13	211305
ENSMUSG00000027597	Ahcy	269378
ENSMUSG00000079071	Gm14085	381417
ENSMUSG00000006498	Ptbp1	19205
ENSMUSG00000074781	Ube2n	93765
ENSMUSG00000040808	S100g	12309
ENSMUSG00000032042	Srpr	67398
ENSMUSG00000066677	Ifi208	100033459
ENSMUSG00000092305	Prps1l1	75456
ENSMUSG00000030851	Ldhc	16833
ENSMUSG00000058486	Wdr91	101240
ENSMUSG00000020087	Tysnd1	71767
ENSMUSG00000057895	Zfp105	22646
ENSMUSG00000021975	Ints9	210925
ENSMUSG00000020029	Nudt4	71207
ENSMUSG00000025404	R3hdm2	71750
ENSMUSG00000039048	Foxred1	235169
ENSMUSG00000045521	Tssk2	22115
ENSMUSG00000028794	A3galt2	215493
ENSMUSG00000021703	Serinc5	218442
ENSMUSG00000036960	Clca2	229933
ENSMUSG00000020520	Galnt10	171212
ENSMUSG00000005610	Eif4g2	13690
ENSMUSG00000005202	Shbg	20415
ENSMUSG00000014554	Dguok	27369
ENSMUSG00000050866	Clrn3	212070
ENSMUSG00000024771	Lipk	240633
ENSMUSG00000001173	Ocrl	320634
ENSMUSG00000042305	Tmem183a	57439
ENSMUSG00000036557	Stpg4	75467
ENSMUSG00000027978	Prss12	19142
ENSMUSG00000000317	Bcl6b	12029
ENSMUSG00000027316	Gfra4	14588
ENSMUSG00000096773	Olfr675	258147
ENSMUSG00000053929	Cyhr1	54151
ENSMUSG00000014329	Bicc1	83675
ENSMUSG00000027107	Chrna1	11435
ENSMUSG00000073915	Olfr676	259099
ENSMUSG00000032010	Usp2	53376
ENSMUSG00000045237	1110012L19Rik	68618
ENSMUSG00000059632	Krtap8-1	16703
ENSMUSG00000075705	Msrb1	27361
ENSMUSG00000043441	Gpr149	229357
ENSMUSG00000062421	Arf2	11841
ENSMUSG00000045624	Esf1	66580
ENSMUSG00000056706	Krtap7-1	71363
ENSMUSG00000033644	Piwil2	57746
ENSMUSG00000032911	Cspg4	121021
ENSMUSG00000004319	Clcn3	12725
ENSMUSG00000039158	Akna	100182
ENSMUSG00000006270	Vax1	22326
ENSMUSG00000061451	Tmem151a	381199
ENSMUSG00000038768	9130409I23Rik	619326
ENSMUSG00000049036	Tmem121	69195
ENSMUSG00000023186	Vwa5a	67776
ENSMUSG00000004187	Kifc2	16581
ENSMUSG00000021702	Thbs4	21828
ENSMUSG00000027335	Adra1d	11550
ENSMUSG00000016995	Matn4	17183
ENSMUSG00000045106	Ccdc73	211936
ENSMUSG00000039886	Tmem120a	215210
ENSMUSG00000032131	Abcg4	192663
ENSMUSG00000074867	Zfp808	630579
ENSMUSG00000053199	Arhgap20	244867
ENSMUSG00000039068	Zzz3	108946
ENSMUSG00000055725	Paqr3	231474
ENSMUSG00000050663	Trhde	237553
ENSMUSG00000062110	Scfd2	212986
ENSMUSG00000029491	Pde6b	18587
ENSMUSG00000069135	Fgfr1op	75296
ENSMUSG00000031722	Hp	15439
ENSMUSG00000036438	Calm2	12314
ENSMUSG00000044548	Dact1	59036
ENSMUSG00000056900	Usp13	72607
ENSMUSG00000001627	Ifrd1	15982
ENSMUSG00000024158	Hagh	14651
ENSMUSG00000061701	Fbxw20	434440
ENSMUSG00000095148	Gm20873	100041362
ENSMUSG00000034192	Lsm3	67678
ENSMUSG00000018634	Crhr1	12921
ENSMUSG00000034663	Bmp2k	140780
ENSMUSG00000073684	Faap20	67513
ENSMUSG00000041797	Abca9	217262
ENSMUSG00000023964	Calcr	12311
ENSMUSG00000022827	Rabl3	67657
ENSMUSG00000027170	Eif3m	98221
ENSMUSG00000000093	Tbx2	21385
ENSMUSG00000033453	Adamts15	235130
ENSMUSG00000025234	Arih1	23806
ENSMUSG00000035325	Sec31a	69162
ENSMUSG00000071180	Smim15	75616
ENSMUSG00000032551	1110059G10Rik	66202
ENSMUSG00000038168	P3h2	210530
ENSMUSG00000028057	Rit1	19769
ENSMUSG00000029163	Emilin1	100952
ENSMUSG00000021978	Extl3	54616
ENSMUSG00000069835	Sat2	69215
ENSMUSG00000036499	Eea1	216238
ENSMUSG00000028174	Rpe65	19892
ENSMUSG00000068184	Ndufaf2	75597
ENSMUSG00000024812	Tjp2	21873
ENSMUSG00000017007	Rbpjl	19668
ENSMUSG00000091212	Krtap11-1	16693
ENSMUSG00000035455	Fignl1	60530
ENSMUSG00000024735	Prpf19	28000
ENSMUSG00000054766	Set	56086
ENSMUSG00000095300	Gm906	380882
ENSMUSG00000031730	Dhodh	56749
ENSMUSG00000027199	Gatm	67092
ENSMUSG00000006764	Tph2	216343
ENSMUSG00000020099	Unc5b	107449
ENSMUSG00000047203	Vmn1r54	113851
ENSMUSG00000043969	Emx2	13797
ENSMUSG00000028799	Zfp362	230761
ENSMUSG00000018677	Slc25a39	68066
ENSMUSG00000073914	Olfr677	258355
ENSMUSG00000021782	Dlg5	71228
ENSMUSG00000074194	Zfp791	244556
ENSMUSG00000030555	Ttc23	67009
ENSMUSG00000049694	BC048671	243535
ENSMUSG00000020130	Tbc1d15	66687
ENSMUSG00000005506	Celf1	13046
ENSMUSG00000026687	Aldh9a1	56752
ENSMUSG00000051839	Gypa	14934
ENSMUSG00000030232	Aebp2	11569
ENSMUSG00000050276	Mrgprg	381974
ENSMUSG00000030075	Cntn3	18488
ENSMUSG00000024862	Klc2	16594
ENSMUSG00000024151	Msh2	17685
ENSMUSG00000020086	H2afy2	404634
ENSMUSG00000026516	Nvl	67459
ENSMUSG00000028678	Kif2c	73804
ENSMUSG00000001017	Chtop	66511
ENSMUSG00000001366	Fbxo9	71538
ENSMUSG00000044485	Klk1b11	16613
ENSMUSG00000026764	Kif5c	16574
ENSMUSG00000048965	Mrgpre	244238
ENSMUSG00000096094	A630095N17Rik	381272
ENSMUSG00000056643	Chst13	71797
ENSMUSG00000039058	Ak5	229949
ENSMUSG00000068966	Zbtb34	241311
ENSMUSG00000020085	Aifm2	71361
ENSMUSG00000031903	Pla2g15	192654
ENSMUSG00000008682	Rpl10	110954
ENSMUSG00000028599	Tnfrsf1b	21938
ENSMUSG00000027977	Ndst3	83398
ENSMUSG00000025413	Ttc4	72354
ENSMUSG00000094942	Gm3604	100041979
ENSMUSG00000026788	Zbtb43	71834
ENSMUSG00000038587	Akap12	83397
ENSMUSG00000044749	Abca6	76184
ENSMUSG00000028741	Mrto4	69902
ENSMUSG00000020686	Gas2l2	237891
ENSMUSG00000062687	Cks1brt	624855
ENSMUSG00000073490	Ifi207	226691
ENSMUSG00000018765	Fxr2	23879
ENSMUSG00000026103	Gls	14660
ENSMUSG00000019947	Arid5b	71371
ENSMUSG00000042353	Frem3	333315
ENSMUSG00000017677	Wsb1	78889
ENSMUSG00000079592	C1qtnf5	235312
ENSMUSG00000039852	Rere	68703
ENSMUSG00000049506	Sppl2c	237958
ENSMUSG00000034867	Ankrd27	245886
ENSMUSG00000073489	Ifi204	15951
ENSMUSG00000019820	Utrn	22288
ENSMUSG00000075327	Zbtb2	381990
ENSMUSG00000018411	Mapt	17762
ENSMUSG00000073913	Olfr678	258753
ENSMUSG00000028602	Tnfrsf8	21941
ENSMUSG00000037482	Erv3	71995
ENSMUSG00000029736	Nobox	18291
ENSMUSG00000043753	Dmrta1	242523
ENSMUSG00000022227	Mcpt1	17224
ENSMUSG00000022875	Kng1	16644
ENSMUSG00000035085	1700020L24Rik	66330
ENSMUSG00000057335	Cep170	545389
ENSMUSG00000053128	Rnf26	213211
ENSMUSG00000021704	Mtx3	382793
ENSMUSG00000037816	Fbxw17	109082
ENSMUSG00000049902	4921517D22Rik	70900
ENSMUSG00000020682	Mmp28	118453
ENSMUSG00000028256	Odf2l	52184
ENSMUSG00000113450	Gm49359	71508
ENSMUSG00000020132	Rab21	216344
ENSMUSG00000062345	Serpinb2	18788
ENSMUSG00000048897	Zfp710	209225
ENSMUSG00000029171	Pgm1	66681
ENSMUSG00000022664	Slc35a5	74102
ENSMUSG00000074865	Zfp934	77117
ENSMUSG00000051952	Olfr371	258858
ENSMUSG00000017679	Ttpal	76080
ENSMUSG00000034456	Uroc1	243537
ENSMUSG00000031090	Nadsyn1	78914
ENSMUSG00000096029	Olfr679	259046
ENSMUSG00000026807	Ak8	68870
ENSMUSG00000035835	Plppr3	216152
ENSMUSG00000016477	E2f3	13557
ENSMUSG00000069520	Tmem19	67226
ENSMUSG00000041673	Lrrc18	67580
ENSMUSG00000092572	Serpinb10	241197
ENSMUSG00000033533	Acsm1	117147
ENSMUSG00000045281	Gpr20	239530
ENSMUSG00000016520	Lnx2	140887
ENSMUSG00000031834	Pik3r2	18709
ENSMUSG00000040204	Pclaf	68026
ENSMUSG00000022853	Ehhadh	74147
ENSMUSG00000070902	Zfp352	236537
ENSMUSG00000030554	Synm	233335
ENSMUSG00000059114	Lrrc74a	627607
ENSMUSG00000037446	Tulp1	22157
ENSMUSG00000071909	Nutm2	328250
ENSMUSG00000004630	Pcp2	18545
ENSMUSG00000032386	Trip4	56404
ENSMUSG00000063047	Zfp780b	338354
ENSMUSG00000079055	Slc8a3	110893
ENSMUSG00000053719	Klk1b26	16618
ENSMUSG00000062822	4833420G17Rik	67392
ENSMUSG00000067847	Romo1	67067
ENSMUSG00000098754	Prn	111368
ENSMUSG00000096916	Zfp850	100043772
ENSMUSG00000059430	Actg2	11468
ENSMUSG00000079037	Prnp	19122
ENSMUSG00000021872	Rnase10	75019
ENSMUSG00000024807	Syvn1	74126
ENSMUSG00000031715	Smarca5	93762
ENSMUSG00000019189	Rnf145	74315
ENSMUSG00000074918	Inafm2	100043272
ENSMUSG00000027598	Itch	16396
ENSMUSG00000027338	Prnd	26434
ENSMUSG00000024770	Lipn	70166
ENSMUSG00000035666	Gtf3c4	269252
ENSMUSG00000028567	Txndc12	66073
ENSMUSG00000063994	Olfr120	258624
ENSMUSG00000060017	Olfr121	258622
ENSMUSG00000019464	Ptger1	19216
ENSMUSG00000032733	Snx33	235406
ENSMUSG00000041836	Ptpre	19267
ENSMUSG00000073775	Kti12	100087
ENSMUSG00000027318	Adam33	110751
ENSMUSG00000003527	Ess2	27886
ENSMUSG00000083947	Olfr122	258285
ENSMUSG00000087687	Pet100	100503890
ENSMUSG00000057672	Pkn1	320795
ENSMUSG00000031696	Vps35	65114
ENSMUSG00000052382	Rnase9	328401
ENSMUSG00000025255	Zfhx4	80892
ENSMUSG00000045202	Olfr123	258623
ENSMUSG00000018800	Abca5	217265
ENSMUSG00000059895	Ptp4a3	19245
ENSMUSG00000096686	Gm20830	108168638
ENSMUSG00000030096	Slc6a6	21366
ENSMUSG00000044985	Olfr124	259064
ENSMUSG00000032288	Imp3	102462
ENSMUSG00000071361	Mcpt9	17232
ENSMUSG00000003031	Cdkn1b	12576
ENSMUSG00000059648	Rnase11	497113
ENSMUSG00000046748	Tmem45a2	69457
ENSMUSG00000069855	Slc47a2	380701
ENSMUSG00000041220	Elovl6	170439
ENSMUSG00000027820	Mme	17380
ENSMUSG00000026004	Kansl1l	68691
ENSMUSG00000050613	Olfr125	258287
ENSMUSG00000068407	Rnase12	497106
ENSMUSG00000034708	Grn	14824
ENSMUSG00000109212	Olfr126	258892
ENSMUSG00000055334	Snupn	66069
ENSMUSG00000056486	Chn1	108699
ENSMUSG00000033618	Map3k13	71751
ENSMUSG00000026456	Cyb5r1	72017
ENSMUSG00000058114	Olfr127	258374
ENSMUSG00000022350	Washc5	223593
ENSMUSG00000020590	Snx13	217463
ENSMUSG00000033213	AA467197	433470
ENSMUSG00000059030	Olfr128	383243
ENSMUSG00000018822	Sfrp5	54612
ENSMUSG00000030352	Tspan9	109246
ENSMUSG00000019945	Cabcoco1	73287
ENSMUSG00000026536	Ifi211	381308
ENSMUSG00000044770	Scml4	268297
ENSMUSG00000035932	Olfr750	404319
ENSMUSG00000109376	Olfr761	258094
ENSMUSG00000025265	Fgd1	14163
ENSMUSG00000042532	Golga7b	71146
ENSMUSG00000081724	Olfr129	258324
ENSMUSG00000024774	Ankrd22	52024
ENSMUSG00000026005	Rpe	66646
ENSMUSG00000094878	Olfr130	258480
ENSMUSG00000024325	Ring1	19763
ENSMUSG00000042978	Sbk1	104175
ENSMUSG00000031697	Orc6	56452
ENSMUSG00000034168	Irf2bpl	238330
ENSMUSG00000018882	Mrpl45	67036
ENSMUSG00000022663	Atg3	67841
ENSMUSG00000029642	Polr1d	20018
ENSMUSG00000074634	Tmem267	633640
ENSMUSG00000043312	Olfr131	258867
ENSMUSG00000003411	Rab3b	69908
ENSMUSG00000034685	Fam171a2	217219
ENSMUSG00000061751	Kalrn	545156
ENSMUSG00000067186	Olfr132	257889
ENSMUSG00000029053	Prkcz	18762
ENSMUSG00000063177	Klk1b27	16619
ENSMUSG00000000094	Tbx4	21387
ENSMUSG00000063240	Olfr133	258828
ENSMUSG00000072066	6720489N17Rik	211378
ENSMUSG00000090272	Mndal	100040462
ENSMUSG00000070337	Gpr179	217143
ENSMUSG00000022821	Hgd	15233
ENSMUSG00000072115	Ang	11727
ENSMUSG00000026479	Lamc2	16782
ENSMUSG00000030507	Dbx1	13172
ENSMUSG00000019763	Rmnd1	66084
ENSMUSG00000014402	Tsg101	22088
ENSMUSG00000021876	Rnase4	58809
ENSMUSG00000091055	Siglec15	620235
ENSMUSG00000027678	Ncoa3	17979
ENSMUSG00000096009	Olfr134	258829
ENSMUSG00000029664	Tfpi2	21789
ENSMUSG00000057801	Olfr135	258329
ENSMUSG00000038982	Bloc1s5	17828
ENSMUSG00000022226	Mcpt2	17225
ENSMUSG00000030114	Klrg1	50928
ENSMUSG00000019988	Nedd1	17997
ENSMUSG00000095551	Gm7980	666207
ENSMUSG00000020137	Thap2	66816
ENSMUSG00000057443	Olfr138	170648
ENSMUSG00000079271	1700049E17Rik1	666214
ENSMUSG00000079271	1700049E17Rik1	100041722
ENSMUSG00000066148	Prpf4	70052
ENSMUSG00000047250	Ptgs1	19224
ENSMUSG00000003477	Inmt	21743
ENSMUSG00000033713	Foxn3	71375
ENSMUSG00000041000	Trim62	67525
ENSMUSG00000023791	Pigx	72084
ENSMUSG00000009035	Tmem184b	223693
ENSMUSG00000034163	Zfc3h1	216345
ENSMUSG00000054940	Olfr137	258481
ENSMUSG00000032741	Tpcn1	252972
ENSMUSG00000036275	9530068E07Rik	213673
ENSMUSG00000059363	Fxn	14297
ENSMUSG00000021669	Col4a3bp	68018
ENSMUSG00000031994	Adamts8	30806
ENSMUSG00000027546	Atp9a	11981
ENSMUSG00000096840	Olfr136	258803
ENSMUSG00000000776	Polr3d	67065
ENSMUSG00000105589	Fbxw14	50757
ENSMUSG00000021027	Ralgapa1	56784
ENSMUSG00000095248	Olfr681	404318
ENSMUSG00000038485	Socs7	192157
ENSMUSG00000031391	L1cam	16728
ENSMUSG00000017707	Serinc3	26943
ENSMUSG00000047412	Zbtb44	235132
ENSMUSG00000029735	Tpk1	29807
ENSMUSG00000048938	Nr1h5	381463
ENSMUSG00000038022	Mindy4	330323
ENSMUSG00000038765	Lmx1b	16917
ENSMUSG00000092322	Esp36	100126765
ENSMUSG00000092244	Esp34	100126773
ENSMUSG00000050840	Cdh20	23836
ENSMUSG00000030754	Copb1	70349
ENSMUSG00000029196	Tada2b	231151
ENSMUSG00000052821	Cysltr1	58861
ENSMUSG00000042249	Grk3	320129
ENSMUSG00000024579	Pcyox1l	240334
ENSMUSG00000092342	Esp31	100126768
ENSMUSG00000034664	Itga2b	16399
ENSMUSG00000054087	Fbxw28	668758
ENSMUSG00000006800	Sulf2	72043
ENSMUSG00000029198	Grpel1	17713
ENSMUSG00000073010	Gm5127	331493
ENSMUSG00000047988	4933428G20Rik	100141474
ENSMUSG00000032089	Il10ra	16154
ENSMUSG00000003135	Cnot11	52846
ENSMUSG00000049807	Arhgap23	58996
ENSMUSG00000022751	Nit2	52633
ENSMUSG00000095082	Gm15091	382244
ENSMUSG00000020182	Ddc	13195
ENSMUSG00000032051	Fdx1	14148
ENSMUSG00000020623	Map2k6	26399
ENSMUSG00000021907	Msmb	17695
ENSMUSG00000039745	Htatip2	53415
ENSMUSG00000094484	Gm21244	108168669
ENSMUSG00000032290	Ptpn9	56294
ENSMUSG00000020098	Pcbd1	13180
ENSMUSG00000026014	Raph1	77300
ENSMUSG00000022820	Ndufb4	68194
ENSMUSG00000022820	Ndufb4	100041273
ENSMUSG00000022820	Ndufb4	100042503
ENSMUSG00000029009	Mthfr	17769
ENSMUSG00000040022	Rab11fip2	74998
ENSMUSG00000005371	Fbxo11	225055
ENSMUSG00000010122	Slc47a1	67473
ENSMUSG00000002983	Relb	19698
ENSMUSG00000035268	Pkig	18769
ENSMUSG00000022752	Tomm70a	28185
ENSMUSG00000026203	Dnajb2	56812
ENSMUSG00000095625	Esp24	100126776
ENSMUSG00000023046	Igfbp6	16012
ENSMUSG00000061068	Mcpt4	17227
ENSMUSG00000096697	Esp23	100126779
ENSMUSG00000024776	Stambpl1	76630
ENSMUSG00000024914	Drap1	66556
ENSMUSG00000029663	Gngt1	14699
ENSMUSG00000032114	Slc37a4	14385
ENSMUSG00000094024	Esp18	100126774
ENSMUSG00000038732	Mboat1	218121
ENSMUSG00000040374	Pex2	19302
ENSMUSG00000096345	Esp16	100043300
ENSMUSG00000062169	Cnih4	98417
ENSMUSG00000025232	Hexa	15211
ENSMUSG00000030361	Klrb1a	17057
ENSMUSG00000078517	Emc1	230866
ENSMUSG00000095104	Esp15	668200
ENSMUSG00000028860	Sytl1	269589
ENSMUSG00000033326	Kdm4a	230674
ENSMUSG00000015852	Fcrls	80891
ENSMUSG00000017715	Pgs1	74451
ENSMUSG00000001870	Ltbp1	268977
ENSMUSG00000052609	Plekhg3	263406
ENSMUSG00000092210	A930009A15Rik	77798
ENSMUSG00000095886	Esp38	100126775
ENSMUSG00000060044	Tmem26	327766
ENSMUSG00000020140	Lgr5	14160
ENSMUSG00000004655	Aqp1	11826
ENSMUSG00000019178	Styxl1	76571
ENSMUSG00000100939	Gm28998	101056194
ENSMUSG00000072575	Eddm3b	219026
ENSMUSG00000038453	Srcin1	56013
ENSMUSG00000032766	Gng11	66066
ENSMUSG00000045838	Ccdc9b	214239
ENSMUSG00000031729	Ist1	71955
ENSMUSG00000066516	Klk1b21	16616
ENSMUSG00000041842	Fhdc1	229474
ENSMUSG00000074715	Ccl28	56838
ENSMUSG00000049526	Tmem202	73893
ENSMUSG00000058070	Eml1	68519
ENSMUSG00000036478	Btg1	12226
ENSMUSG00000031389	Arhgap4	171207
ENSMUSG00000024867	Pip5k1b	18719
ENSMUSG00000096852	Cyp2d12	380997
ENSMUSG00000021880	Rnase6	78416
ENSMUSG00000020680	Taf15	70439
ENSMUSG00000033032	Afap1l1	106877
ENSMUSG00000038274	Fau	14109
ENSMUSG00000006906	Stambp	70527
ENSMUSG00000060177	Klk1b22	13646
ENSMUSG00000048827	Pkd1l3	244646
ENSMUSG00000021403	Serpinb9b	20706
ENSMUSG00000034998	Foxn2	14236
ENSMUSG00000021700	Rab3c	67295
ENSMUSG00000022512	Cldn1	12737
ENSMUSG00000033987	Dnah17	69926
ENSMUSG00000061046	Haghl	68977
ENSMUSG00000024222	Fkbp5	14229
ENSMUSG00000078503	Zfp990	101056073
ENSMUSG00000075227	Znhit2	29805
ENSMUSG00000045932	Ifit2	15958
ENSMUSG00000025184	R3hcc1l	52013
ENSMUSG00000015854	Cd5l	11801
ENSMUSG00000068923	Syt11	229521
ENSMUSG00000021061	Sptb	20741
ENSMUSG00000052013	Btla	208154
ENSMUSG00000038482	Tfdp1	21781
ENSMUSG00000031591	Asah1	11886
ENSMUSG00000036264	Fstl4	320027
ENSMUSG00000035575	Utp6	216987
ENSMUSG00000115343	Vmn1r21	171201
ENSMUSG00000030541	Idh2	269951
ENSMUSG00000025185	Loxl4	67573
ENSMUSG00000044080	S100a1	20193
ENSMUSG00000062157	Ifnlr1	242700
ENSMUSG00000048234	Rnf149	67702
ENSMUSG00000034709	Ppp1r21	73825
ENSMUSG00000026790	Odf2	18286
ENSMUSG00000046804	Phgr1	53906
ENSMUSG00000051497	Kcnj16	16517
ENSMUSG00000048440	Cyp4f16	70101
ENSMUSG00000087651	1500009L16Rik	69784
ENSMUSG00000115091	Vmn1r22	171196
ENSMUSG00000073435	Nme3	79059
ENSMUSG00000020519	Sap30l	50724
ENSMUSG00000030742	Lat	16797
ENSMUSG00000090919	Pabpc4l	241989
ENSMUSG00000038296	Galnt18	233733
ENSMUSG00000041695	Kcnj2	16518
ENSMUSG00000024327	Slc39a7	14977
ENSMUSG00000019088	Dnase1l1	69537
ENSMUSG00000018899	Irf1	16362
ENSMUSG00000028550	Atg4c	242557
ENSMUSG00000024160	Spsb3	79043
ENSMUSG00000020032	Nuak1	77976
ENSMUSG00000035896	Rnase1	19752
ENSMUSG00000068742	Cry2	12953
ENSMUSG00000029162	Khk	16548
ENSMUSG00000031233	Pgk2	18663
ENSMUSG00000034127	Tspan8	216350
ENSMUSG00000025433	Crisp3	11572
ENSMUSG00000003469	Phyhip	105653
ENSMUSG00000079339	Ifit1bl1	667373
ENSMUSG00000018412	Kansl1	76719
ENSMUSG00000004654	Ghrhr	14602
ENSMUSG00000074896	Ifit3	15959
ENSMUSG00000004730	Adgre1	13733
ENSMUSG00000022816	Fstl1	14314
ENSMUSG00000062488	Ifit3b	667370
ENSMUSG00000025431	Crisp1	11571
ENSMUSG00000066036	Ubr4	69116
ENSMUSG00000007989	Fzd3	14365
ENSMUSG00000032757	Bet1	12068
ENSMUSG00000073422	H2-Ke6	14979
ENSMUSG00000036768	Kif15	209737
ENSMUSG00000002280	Narfl	67563
ENSMUSG00000079435	Rpl36a	19982
ENSMUSG00000066513	Klk1b4	18048
ENSMUSG00000009995	Taz	66826
ENSMUSG00000005802	Slc30a4	22785
ENSMUSG00000030353	Tead4	21679
ENSMUSG00000017132	Cyth1	19157
ENSMUSG00000066515	Klk1b3	18050
ENSMUSG00000020125	Elane	50701
ENSMUSG00000050856	Atp5k	11958
ENSMUSG00000046006	Gapt	238875
ENSMUSG00000031714	Gab1	14388
ENSMUSG00000034160	Ogt	108155
ENSMUSG00000038968	Klk1b16	16615
ENSMUSG00000027674	Pex5l	58869
ENSMUSG00000009828	Ick	56542
ENSMUSG00000030364	Clec2h	94071
ENSMUSG00000063713	Klk1b24	16617
ENSMUSG00000019929	Dcn	13179
ENSMUSG00000043439	Epop	103551
ENSMUSG00000022738	Gsc2	195333
ENSMUSG00000061780	Cfd	11537
ENSMUSG00000090698	Apold1	381823
ENSMUSG00000090655	Vmn2r120	224916
ENSMUSG00000034157	Cipc	217732
ENSMUSG00000028173	Wls	68151
ENSMUSG00000026956	Uap1l1	227620
ENSMUSG00000039952	Dag1	13138
ENSMUSG00000046841	Ckap4	216197
ENSMUSG00000073436	Eme2	193838
ENSMUSG00000093930	Hmgcs1	208715
ENSMUSG00000021701	Plk2	20620
ENSMUSG00000001707	Eef1e1	66143
ENSMUSG00000042312	S100a13	20196
ENSMUSG00000020034	Tcp11l2	216198
ENSMUSG00000033623	Pcgf3	69587
ENSMUSG00000021262	Evl	14026
ENSMUSG00000090747	Esp8	100126778
ENSMUSG00000055485	Soga1	320706
ENSMUSG00000028017	Egf	13645
ENSMUSG00000033855	Ston1	77057
ENSMUSG00000092043	Esp6	433107
ENSMUSG00000058248	Kcnh1	16510
ENSMUSG00000059606	Rnase2b	54159
ENSMUSG00000038048	Cntnap5c	620292
ENSMUSG00000030204	Ddx47	67755
ENSMUSG00000017009	Sdc4	20971
ENSMUSG00000024163	Mapk8ip3	30957
ENSMUSG00000090897	Gm44501	102577428
ENSMUSG00000068950	Olfr338	258949
ENSMUSG00000078502	Gm13212	433801
